+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               136 |  1 |   RUNNING |   WAITING |
|               137 |  2 |     READY |   RUNNING |
|               141 |  1 |   WAITING |     READY |
|               142 |  2 |   RUNNING |   WAITING |
|               143 |  1 |     READY |   RUNNING |
|               146 |  2 |   WAITING |     READY |
|               147 |  1 |   RUNNING |   WAITING |
|               148 |  2 |     READY |   RUNNING |
|               152 |  1 |   WAITING |     READY |
|               153 |  2 |   RUNNING |   WAITING |
|               154 |  1 |     READY |   RUNNING |
|               157 |  2 |   WAITING |     READY |
|               158 |  1 |   RUNNING |   WAITING |
|               159 |  2 |     READY |   RUNNING |
|               163 |  1 |   WAITING |     READY |
|               164 |  2 |   RUNNING |   WAITING |
|               165 |  1 |     READY |   RUNNING |
|               168 |  2 |   WAITING |     READY |
|               169 |  1 |   RUNNING |   WAITING |
|               170 |  2 |     READY |   RUNNING |
|               174 |  1 |   WAITING |     READY |
|               175 |  2 |   RUNNING |   WAITING |
|               176 |  1 |     READY |   RUNNING |
|               179 |  2 |   WAITING |     READY |
|               180 |  1 |   RUNNING |   WAITING |
|               181 |  2 |     READY |   RUNNING |
|               185 |  1 |   WAITING |     READY |
|               186 |  2 |   RUNNING |   WAITING |
|               187 |  1 |     READY |   RUNNING |
|               190 |  2 |   WAITING |     READY |
|               191 |  1 |   RUNNING |   WAITING |
|               192 |  2 |     READY |   RUNNING |
|               196 |  1 |   WAITING |     READY |
|               197 |  2 |   RUNNING |   WAITING |
|               198 |  1 |     READY |   RUNNING |
|               201 |  2 |   WAITING |     READY |
|               202 |  1 |   RUNNING |   WAITING |
|               203 |  2 |     READY |   RUNNING |
|               207 |  1 |   WAITING |     READY |
|               208 |  2 |   RUNNING |   WAITING |
|               209 |  1 |     READY |   RUNNING |
|               212 |  2 |   WAITING |     READY |
|               213 |  1 |   RUNNING |   WAITING |
|               214 |  2 |     READY |   RUNNING |
|               218 |  1 |   WAITING |     READY |
|               219 |  2 |   RUNNING |TERMINATED |
|               220 |  1 |     READY |   RUNNING |
|               224 |  1 |   RUNNING |   WAITING |
|               225 |  3 |     READY |   RUNNING |
|               229 |  1 |   WAITING |     READY |
|               232 |  3 |   RUNNING |   WAITING |
|               233 |  1 |     READY |   RUNNING |
|               237 |  1 |   RUNNING |   WAITING |
|               238 |  3 |   WAITING |     READY |
|               238 |  3 |     READY |   RUNNING |
|               242 |  1 |   WAITING |     READY |
|               245 |  3 |   RUNNING |   WAITING |
|               246 |  1 |     READY |   RUNNING |
|               250 |  1 |   RUNNING |   WAITING |
|               251 |  3 |   WAITING |     READY |
|               251 |  3 |     READY |   RUNNING |
|               255 |  1 |   WAITING |     READY |
|               258 |  3 |   RUNNING |   WAITING |
|               259 |  1 |     READY |   RUNNING |
|               263 |  1 |   RUNNING |TERMINATED |
|               264 |  3 |   WAITING |     READY |
|               264 |  3 |     READY |   RUNNING |
|               271 |  3 |   RUNNING |   WAITING |
|               272 |  4 |     READY |   RUNNING |
|               277 |  3 |   WAITING |     READY |
|               281 |  4 |   RUNNING |   WAITING |
|               282 |  3 |     READY |   RUNNING |
|               289 |  4 |   WAITING |     READY |
|               289 |  3 |   RUNNING |   WAITING |
|               290 |  4 |     READY |   RUNNING |
|               295 |  3 |   WAITING |     READY |
|               299 |  4 |   RUNNING |   WAITING |
|               300 |  3 |     READY |   RUNNING |
|               307 |  4 |   WAITING |     READY |
|               307 |  3 |   RUNNING |   WAITING |
|               308 |  4 |     READY |   RUNNING |
|               313 |  3 |   WAITING |     READY |
|               317 |  4 |   RUNNING |   WAITING |
|               318 |  3 |     READY |   RUNNING |
|               325 |  4 |   WAITING |     READY |
|               325 |  3 |   RUNNING |   WAITING |
|               326 |  4 |     READY |   RUNNING |
|               331 |  3 |   WAITING |     READY |
|               335 |  4 |   RUNNING |   WAITING |
|               336 |  3 |     READY |   RUNNING |
|               343 |  4 |   WAITING |     READY |
|               343 |  3 |   RUNNING |   WAITING |
|               344 |  4 |     READY |   RUNNING |
|               349 |  3 |   WAITING |     READY |
|               353 |  4 |   RUNNING |   WAITING |
|               354 |  3 |     READY |   RUNNING |
|               361 |  4 |   WAITING |     READY |
|               361 |  3 |   RUNNING |   WAITING |
|               362 |  4 |     READY |   RUNNING |
|               367 |  3 |   WAITING |     READY |
|               371 |  4 |   RUNNING |   WAITING |
|               372 |  3 |     READY |   RUNNING |
|               379 |  4 |   WAITING |     READY |
|               379 |  3 |   RUNNING |   WAITING |
|               380 |  4 |     READY |   RUNNING |
|               385 |  3 |   WAITING |     READY |
|               389 |  4 |   RUNNING |   WAITING |
|               390 |  3 |     READY |   RUNNING |
|               397 |  4 |   WAITING |     READY |
|               397 |  3 |   RUNNING |   WAITING |
|               398 |  4 |     READY |   RUNNING |
|               403 |  3 |   WAITING |     READY |
|               407 |  4 |   RUNNING |   WAITING |
|               408 |  3 |     READY |   RUNNING |
|               415 |  4 |   WAITING |     READY |
|               415 |  3 |   RUNNING |   WAITING |
|               416 |  4 |     READY |   RUNNING |
|               421 |  3 |   WAITING |     READY |
|               425 |  4 |   RUNNING |   WAITING |
|               426 |  3 |     READY |   RUNNING |
|               433 |  4 |   WAITING |     READY |
|               433 |  3 |   RUNNING |   WAITING |
|               434 |  4 |     READY |   RUNNING |
|               439 |  3 |   WAITING |     READY |
|               443 |  4 |   RUNNING |   WAITING |
|               444 |  3 |     READY |   RUNNING |
|               451 |  4 |   WAITING |     READY |
|               451 |  3 |   RUNNING |   WAITING |
|               452 |  4 |     READY |   RUNNING |
|               457 |  3 |   WAITING |     READY |
|               461 |  4 |   RUNNING |   WAITING |
|               462 |  3 |     READY |   RUNNING |
|               469 |  4 |   WAITING |     READY |
|               469 |  3 |   RUNNING |TERMINATED |
|               470 |  4 |     READY |   RUNNING |
|               479 |  4 |   RUNNING |TERMINATED |
+------------------------------------------------+

Performance Metrics:
Throughput: 0.01 processes/unit time
Average Turnaround Time: 353.00
Average Wait Time: 142.25
Average Response Time: 121.00
