+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               130 |  4 |   WAITING |     READY |
|               130 |  4 |     READY |   RUNNING |
|               139 |  4 |   RUNNING |   WAITING |
|               140 |  4 |   WAITING |     READY |
|               140 |  4 |     READY |   RUNNING |
|               149 |  4 |   RUNNING |   WAITING |
|               150 |  4 |   WAITING |     READY |
|               150 |  4 |     READY |   RUNNING |
|               159 |  4 |   RUNNING |   WAITING |
|               160 |  4 |   WAITING |     READY |
|               160 |  4 |     READY |   RUNNING |
|               169 |  4 |   RUNNING |   WAITING |
|               170 |  4 |   WAITING |     READY |
|               170 |  4 |     READY |   RUNNING |
|               179 |  4 |   RUNNING |   WAITING |
|               180 |  4 |   WAITING |     READY |
|               180 |  4 |     READY |   RUNNING |
|               189 |  4 |   RUNNING |   WAITING |
|               190 |  4 |   WAITING |     READY |
|               190 |  4 |     READY |   RUNNING |
|               199 |  4 |   RUNNING |   WAITING |
|               200 |  4 |   WAITING |     READY |
|               200 |  4 |     READY |   RUNNING |
|               209 |  4 |   RUNNING |   WAITING |
|               210 |  4 |   WAITING |     READY |
|               210 |  4 |     READY |   RUNNING |
|               219 |  4 |   RUNNING |   WAITING |
|               220 |  4 |   WAITING |     READY |
|               220 |  4 |     READY |   RUNNING |
|               229 |  4 |   RUNNING |   WAITING |
|               230 |  4 |   WAITING |     READY |
|               230 |  4 |     READY |   RUNNING |
|               239 |  4 |   RUNNING |TERMINATED |
|               240 |  3 |     READY |   RUNNING |
|               247 |  3 |   RUNNING |   WAITING |
|               248 |  3 |   WAITING |     READY |
|               248 |  3 |     READY |   RUNNING |
|               255 |  3 |   RUNNING |   WAITING |
|               256 |  3 |   WAITING |     READY |
|               256 |  3 |     READY |   RUNNING |
|               263 |  3 |   RUNNING |   WAITING |
|               264 |  3 |   WAITING |     READY |
|               264 |  3 |     READY |   RUNNING |
|               271 |  3 |   RUNNING |   WAITING |
|               272 |  3 |   WAITING |     READY |
|               272 |  3 |     READY |   RUNNING |
|               279 |  3 |   RUNNING |   WAITING |
|               280 |  3 |   WAITING |     READY |
|               280 |  3 |     READY |   RUNNING |
|               287 |  3 |   RUNNING |   WAITING |
|               288 |  3 |   WAITING |     READY |
|               288 |  3 |     READY |   RUNNING |
|               295 |  3 |   RUNNING |   WAITING |
|               296 |  3 |   WAITING |     READY |
|               296 |  3 |     READY |   RUNNING |
|               303 |  3 |   RUNNING |   WAITING |
|               304 |  3 |   WAITING |     READY |
|               304 |  3 |     READY |   RUNNING |
|               311 |  3 |   RUNNING |   WAITING |
|               312 |  3 |   WAITING |     READY |
|               312 |  3 |     READY |   RUNNING |
|               319 |  3 |   RUNNING |   WAITING |
|               320 |  3 |   WAITING |     READY |
|               320 |  3 |     READY |   RUNNING |
|               327 |  3 |   RUNNING |   WAITING |
|               328 |  3 |   WAITING |     READY |
|               328 |  3 |     READY |   RUNNING |
|               335 |  3 |   RUNNING |   WAITING |
|               336 |  3 |   WAITING |     READY |
|               336 |  3 |     READY |   RUNNING |
|               343 |  3 |   RUNNING |   WAITING |
|               344 |  3 |   WAITING |     READY |
|               344 |  3 |     READY |   RUNNING |
|               351 |  3 |   RUNNING |   WAITING |
|               352 |  3 |   WAITING |     READY |
|               352 |  3 |     READY |   RUNNING |
|               359 |  3 |   RUNNING |TERMINATED |
|               360 |  2 |     READY |   RUNNING |
|               365 |  2 |   RUNNING |   WAITING |
|               366 |  2 |   WAITING |     READY |
|               366 |  2 |     READY |   RUNNING |
|               371 |  2 |   RUNNING |   WAITING |
|               372 |  2 |   WAITING |     READY |
|               372 |  2 |     READY |   RUNNING |
|               377 |  2 |   RUNNING |   WAITING |
|               378 |  2 |   WAITING |     READY |
|               378 |  2 |     READY |   RUNNING |
|               383 |  2 |   RUNNING |   WAITING |
|               384 |  2 |   WAITING |     READY |
|               384 |  2 |     READY |   RUNNING |
|               389 |  2 |   RUNNING |   WAITING |
|               390 |  2 |   WAITING |     READY |
|               390 |  2 |     READY |   RUNNING |
|               395 |  2 |   RUNNING |   WAITING |
|               396 |  2 |   WAITING |     READY |
|               396 |  2 |     READY |   RUNNING |
|               401 |  2 |   RUNNING |   WAITING |
|               402 |  2 |   WAITING |     READY |
|               402 |  2 |     READY |   RUNNING |
|               407 |  2 |   RUNNING |   WAITING |
|               408 |  2 |   WAITING |     READY |
|               408 |  2 |     READY |   RUNNING |
|               413 |  2 |   RUNNING |   WAITING |
|               414 |  2 |   WAITING |     READY |
|               414 |  2 |     READY |   RUNNING |
|               419 |  2 |   RUNNING |   WAITING |
|               420 |  2 |   WAITING |     READY |
|               420 |  2 |     READY |   RUNNING |
|               425 |  2 |   RUNNING |   WAITING |
|               426 |  2 |   WAITING |     READY |
|               426 |  2 |     READY |   RUNNING |
|               431 |  2 |   RUNNING |   WAITING |
|               432 |  2 |   WAITING |     READY |
|               432 |  2 |     READY |   RUNNING |
|               437 |  2 |   RUNNING |   WAITING |
|               438 |  2 |   WAITING |     READY |
|               438 |  2 |     READY |   RUNNING |
|               443 |  2 |   RUNNING |   WAITING |
|               444 |  2 |   WAITING |     READY |
|               444 |  2 |     READY |   RUNNING |
|               449 |  2 |   RUNNING |   WAITING |
|               450 |  2 |   WAITING |     READY |
|               450 |  2 |     READY |   RUNNING |
|               455 |  2 |   RUNNING |   WAITING |
|               456 |  2 |   WAITING |     READY |
|               456 |  2 |     READY |   RUNNING |
|               461 |  2 |   RUNNING |   WAITING |
|               462 |  2 |   WAITING |     READY |
|               462 |  2 |     READY |   RUNNING |
|               467 |  2 |   RUNNING |   WAITING |
|               468 |  2 |   WAITING |     READY |
|               468 |  2 |     READY |   RUNNING |
|               473 |  2 |   RUNNING |   WAITING |
|               474 |  2 |   WAITING |     READY |
|               474 |  2 |     READY |   RUNNING |
|               479 |  2 |   RUNNING |TERMINATED |
+------------------------------------------------+

Performance Metrics:
Throughput: 0.01 processes/unit time
Average Turnaround Time: 294.50
Average Wait Time: 112.75
Average Response Time: 175.50
